EstimatedSalary,0,1,All
26136.89,1,0,1
26149.25,1,0,1
26163.74,0,1,1
26170.08,1,0,1
26215.85,0,1,1
26229.24,1,0,1
26249.86,1,0,1
26257.01,1,0,1
26260.98,1,0,1
26261.42,1,0,1
26265.18,1,0,1
26287.21,1,0,1
26318.73,1,0,1
26327.42,1,0,1
26342.33,0,1,1
26362.4,1,0,1
26387.71,1,0,1
26389.92,1,0,1
26450.57,0,1,1
26475.79,1,0,1
26476.18,1,0,1
26500.29,0,1,1
26542.17,1,0,1
26543.28,1,0,1
26578.69,1,0,1
26589.56,1,0,1
26606.28,1,0,1
26628.88,0,1,1
26687.22,0,1,1
26691.31,1,0,1
26733.86,1,0,1
26752.56,1,0,1
26767.85,1,0,1
26772.04,1,0,1
26793.82,1,0,1
26796.73,1,0,1
26812.89,0,1,1
26817.23,1,0,1
26843.76,1,0,1
26848.25,1,0,1
26900.63,1,0,1
26907.43,1,0,1
26912.34,1,0,1
26912.72,0,1,1
26920.43,1,0,1
26927.69,1,0,1
26955.72,1,0,1
26960.31,1,0,1
27011.8,0,1,1
27012.0,1,0,1
27022.57,1,0,1
27046.46,0,1,1
27073.81,1,0,1
27097.82,1,0,1
27145.73,0,1,1
27149.27,1,0,1
27150.35,1,0,1
27166.75,1,0,1
27231.26,1,0,1
27239.28,1,0,1
27244.35,1,0,1
27274.6,0,1,1
27286.1,1,0,1
27308.58,1,0,1
27330.27,1,0,1
27330.59,1,0,1
27341.63,0,1,1
27345.18,0,1,1
27359.19,1,0,1
27366.77,1,0,1
27375.15,1,0,1
27380.99,1,0,1
27411.19,1,0,1
27431.62,1,0,1
27435.41,1,0,1
27438.83,1,0,1
27445.4,0,1,1
27448.33,1,0,1
27468.72,1,0,1
27472.07,1,0,1
27474.81,1,0,1
27509.52,0,1,1
27513.47,1,0,1
27528.4,1,0,1
27548.06,1,0,1
27557.18,0,1,1
27596.39,1,0,1
27597.59,1,0,1
27597.76,1,0,1
27608.12,0,1,1
27619.06,1,0,1
27654.44,1,0,1
27689.77,1,0,1
27731.05,1,0,1
27738.01,1,0,1
27758.36,1,0,1
27802.0,1,0,1
27814.74,1,0,1
27822.99,0,1,1
27862.58,1,0,1
27867.59,1,0,1
27886.06,1,0,1
27914.95,1,0,1
27922.45,1,0,1
27937.12,1,0,1
27965.0,0,1,1
27979.16,1,0,1
27980.8,0,1,1
28029.54,1,0,1
28038.28,1,0,1
28045.77,1,0,1
28092.77,0,1,1
28123.99,1,0,1
28137.03,1,0,1
28144.07,0,1,1
28149.06,1,0,1
28157.34,1,0,1
28184.7,1,0,1
28188.96,1,0,1
28204.98,0,1,1
28226.15,0,1,1
28228.35,1,0,1
28238.25,0,1,1
28257.63,1,0,1
28257.89,1,0,1
28266.9,0,1,1
28269.86,1,0,1
28276.83,1,0,1
28280.8,0,1,1
28332.0,1,0,1
28367.21,1,0,1
28368.37,1,0,1
28370.95,0,1,1
28373.86,0,1,1
28391.52,1,0,1
28407.4,1,0,1
28411.23,1,0,1
28415.36,1,0,1
28427.84,1,0,1
28434.44,0,1,1
28461.29,0,1,1
28465.86,0,1,1
28515.17,1,0,1
28531.81,1,0,1
28601.68,1,0,1
28615.8,1,0,1
28640.92,0,1,1
28667.56,1,0,1
28690.9,1,0,1
28698.17,1,0,1
28707.69,1,0,1
28714.34,1,0,1
28726.07,1,0,1
28737.71,0,1,1
28737.78,1,0,1
28750.67,1,0,1
28760.99,1,0,1
28778.98,1,0,1
28789.94,1,0,1
28797.32,1,0,1
28805.09,1,0,1
28806.32,0,1,1
28823.04,1,0,1
28861.69,1,0,1
28865.59,1,0,1
28879.3,1,0,1
28922.25,1,0,1
29023.03,1,0,1
29062.25,1,0,1
29076.27,1,0,1
29132.43,1,0,1
29135.89,0,1,1
29176.04,1,0,1
29179.52,1,0,1
29213.63,1,0,1
29217.37,1,0,1
29239.29,0,1,1
29296.74,1,0,1
29333.01,1,0,1
29346.1,1,0,1
29358.57,0,1,1
29372.62,1,0,1
29388.02,1,0,1
29483.87,1,0,1
29552.7,1,0,1
29583.48,0,1,1
29586.73,1,0,1
29641.58,1,0,1
29664.45,1,0,1
29737.14,1,0,1
29761.29,1,0,1
29792.11,1,0,1
29818.2,1,0,1
29835.37,0,1,1
29837.65,1,0,1
29861.13,1,0,1
29871.79,1,0,1
29880.99,1,0,1
29883.63,1,0,1
29909.84,1,0,1
29937.75,1,0,1
29995.83,0,1,1
30020.09,1,0,1
30114.32,1,0,1
30117.44,1,0,1
30149.21,1,0,1
30165.06,0,1,1
30252.3,1,0,1
30314.04,1,0,1
30338.94,1,0,1
30375.18,1,0,1
30379.6,1,0,1
30380.12,1,0,1
30396.43,1,0,1
30414.17,1,0,1
30461.55,1,0,1
30484.19,1,0,1
30498.7,1,0,1
30529.88,1,0,1
30546.4,1,0,1
30579.82,1,0,1
30583.95,1,0,1
30607.11,1,0,1
30635.52,0,1,1
30662.91,1,0,1
30709.03,1,0,1
30722.52,0,1,1
30730.95,0,1,1
30772.22,1,0,1
30772.86,0,1,1
30781.77,1,0,1
30793.61,1,0,1
30804.68,1,0,1
30807.02,1,0,1
30812.84,1,0,1
30838.51,1,0,1
30876.84,1,0,1
30886.35,1,0,1
30912.89,1,0,1
30972.06,1,0,1
30984.59,0,1,1
30990.16,0,1,1
31002.03,1,0,1
31022.56,1,0,1
31050.02,1,0,1
31106.67,1,0,1
31121.42,1,0,1
31165.06,0,1,1
31190.42,1,0,1
31231.35,1,0,1
31257.1,0,1,1
31272.14,0,1,1
31288.77,1,0,1
31299.71,1,0,1
31302.35,1,0,1
31368.08,0,1,1
31372.91,1,0,1
31384.86,1,0,1
31399.4,1,0,1
31406.93,1,0,1
31422.69,1,0,1
31445.03,0,1,1
31448.52,1,0,1
31474.27,1,0,1
31484.76,1,0,1
31517.16,1,0,1
31520.4,1,0,1
31532.96,0,1,1
31580.8,0,1,1
31613.35,1,0,1
31635.99,1,0,1
31641.52,0,1,1
31669.18,1,0,1
31686.33,0,1,1
31705.19,1,0,1
31708.53,1,0,1
31714.08,1,0,1
31726.76,0,1,1
31728.35,1,0,1
31728.86,0,1,1
31730.32,1,0,1
31766.3,1,0,1
31802.92,1,0,1
31805.49,1,0,1
31811.44,1,0,1
31824.29,1,0,1
31825.84,1,0,1
31830.06,1,0,1
31840.59,0,1,1
31892.82,1,0,1
31904.31,0,1,1
31907.44,0,1,1
31921.95,1,0,1
31928.5,1,0,1
31933.06,1,0,1
31962.77,1,0,1
32020.42,1,0,1
32044.64,1,0,1
32063.3,1,0,1
32080.69,0,1,1
32089.57,1,0,1
32125.98,1,0,1
32159.46,0,1,1
32171.79,1,0,1
32174.03,1,0,1
32202.61,1,0,1
32231.6,1,0,1
32246.63,1,0,1
32262.28,1,0,1
32275.09,0,1,1
32301.88,1,0,1
32319.93,1,0,1
32349.29,0,1,1
32421.32,0,1,1
32430.94,0,1,1
32454.26,1,0,1
32462.39,0,1,1
32526.64,1,0,1
32574.01,0,1,1
32589.45,1,0,1
32589.89,0,1,1
32599.35,1,0,1
32607.77,0,1,1
32615.21,1,0,1
32626.21,1,0,1
32635.54,1,0,1
32683.88,0,1,1
32757.55,1,0,1
32770.56,1,0,1
32790.02,1,0,1
32824.15,1,0,1
32825.5,1,0,1
32845.32,1,0,1
32863.24,0,1,1
32900.41,0,1,1
32903.93,1,0,1
32909.13,1,0,1
32916.29,1,0,1
32919.42,1,0,1
32936.44,0,1,1
32996.89,0,1,1
32999.1,1,0,1
33074.51,1,0,1
33075.24,1,0,1
33082.81,1,0,1
33099.41,0,1,1
33114.24,1,0,1
33143.04,1,0,1
33159.37,1,0,1
33230.37,1,0,1
33245.97,1,0,1
33266.29,1,0,1
33277.31,1,0,1
33282.84,1,0,1
33300.56,1,0,1
33310.72,0,1,1
33326.71,1,0,1
33330.89,1,0,1
33350.26,0,1,1
33373.26,0,1,1
33389.42,1,0,1
33391.38,1,0,1
33450.11,1,0,1
33462.94,0,1,1
33501.98,1,0,1
33524.6,1,0,1
33606.52,1,0,1
33607.72,1,0,1
33642.21,1,0,1
33656.35,1,0,1
33676.48,0,1,1
33680.56,1,0,1
33687.9,1,0,1
33693.78,1,0,1
33700.52,1,0,1
33701.5,1,0,1
33730.43,1,0,1
33738.27,1,0,1
33741.84,1,0,1
33747.03,1,0,1
33759.41,0,1,1
33823.5,0,1,1
33828.64,1,0,1
33877.29,1,0,1
33879.26,0,1,1
33949.67,1,0,1
33950.08,1,0,1
33953.87,1,0,1
33964.03,1,0,1
33998.7,1,0,1
34004.44,1,0,1
34045.61,1,0,1
34047.54,1,0,1
34097.22,1,0,1
34101.06,1,0,1
34121.81,1,0,1
34130.43,1,0,1
34134.14,1,0,1
34164.05,1,0,1
34180.33,1,0,1
34215.58,1,0,1
34231.48,1,0,1
34265.08,0,1,1
34283.23,1,0,1
34335.55,1,0,1
34338.04,1,0,1
34338.21,1,0,1
34350.54,1,0,1
34397.08,1,0,1
34410.55,1,0,1
34416.79,1,0,1
34430.16,1,0,1
34436.83,1,0,1
34453.17,1,0,1
34475.14,1,0,1
34490.06,1,0,1
34542.41,1,0,1
34548.74,1,0,1
34551.35,0,1,1
34577.36,1,0,1
34580.8,0,1,1
34595.58,1,0,1
34607.14,0,1,1
34665.79,1,0,1
34670.62,0,1,1
34673.98,1,0,1
34689.77,1,0,1
34702.92,1,0,1
34712.34,0,1,1
34743.98,1,0,1
34747.43,1,0,1
34749.65,1,0,1
34765.33,1,0,1
34774.26,1,0,1
34777.23,1,0,1
34827.43,1,0,1
34857.46,1,0,1
34888.04,0,1,1
34925.56,1,0,1
34941.23,1,0,1
34948.77,1,0,1
34967.75,0,1,1
35034.15,1,0,1
35046.97,0,1,1
35113.08,1,0,1
35140.49,0,1,1
35156.54,1,0,1
35177.31,1,0,1
35179.18,1,0,1
35199.24,0,1,1
35230.61,1,0,1
35279.74,1,0,1
35300.08,0,1,1
35321.65,1,0,1
35337.31,1,0,1
35338.96,1,0,1
35342.33,1,0,1
35356.46,1,0,1
35367.19,1,0,1
35408.77,1,0,1
35418.69,0,1,1
35450.53,1,0,1
35521.63,1,0,1
35534.68,1,0,1
35550.97,1,0,1
35588.07,0,1,1
35593.18,1,0,1
35600.25,0,1,1
35608.88,1,0,1
35611.35,1,0,1
35625.41,1,0,1
35633.15,0,1,1
35640.12,0,1,1
35644.79,1,0,1
35671.45,1,0,1
35673.42,1,0,1
35687.43,1,0,1
35701.06,1,0,1
35770.84,1,0,1
35786.76,1,0,1
35795.85,1,0,1
35817.97,0,1,1
35825.18,1,0,1
35848.12,1,0,1
35865.44,0,1,1
35877.03,1,0,1
35884.91,1,0,1
35896.09,1,0,1
35896.75,1,0,1
35908.46,1,0,1
35982.42,1,0,1
35989.41,1,0,1
36051.46,0,1,1
36083.96,1,0,1
36091.91,0,1,1
36099.7,1,0,1
36108.5,1,0,1
36122.96,1,0,1
36124.98,1,0,1
36145.53,1,0,1
36154.66,1,0,1
36176.63,1,0,1
36193.07,1,0,1
36202.74,1,0,1
36209.1,1,0,1
36221.18,1,0,1
36242.19,1,0,1
36249.76,1,0,1
36251.0,1,0,1
36267.21,1,0,1
36275.94,1,0,1
36278.89,1,0,1
36292.94,0,1,1
36308.93,1,0,1
36315.03,1,0,1
36320.87,0,1,1
36342.79,1,0,1
36371.27,1,0,1
36376.97,1,0,1
36405.21,1,0,1
36446.74,1,0,1
36479.27,1,0,1
36483.52,1,0,1
36536.93,1,0,1
36540.63,1,0,1
36548.0,0,1,1
36557.55,1,0,1
36560.51,1,0,1
36579.53,0,1,1
36639.25,1,0,1
36642.65,1,0,1
36687.11,0,1,1
36690.49,1,0,1
36692.17,1,0,1
36697.48,0,1,1
36706.56,1,0,1
36721.4,1,0,1
36754.13,1,0,1
36823.28,1,0,1
36864.05,1,0,1
36885.85,1,0,1
36895.99,1,0,1
36899.62,1,0,1
36923.67,0,1,1
36942.35,1,0,1
36976.52,1,0,1
36980.54,1,0,1
37013.29,1,0,1
37024.28,1,0,1
37042.8,1,0,1
37054.65,1,0,1
37065.66,1,0,1
37090.44,1,0,1
37092.43,1,0,1
37094.75,1,0,1
37136.15,1,0,1
37140.2,1,0,1
37141.62,0,1,1
37147.61,1,0,1
37160.28,1,0,1
37171.46,1,0,1
37196.15,1,0,1
37214.39,1,0,1
37240.11,0,1,1
37264.11,1,0,1
37266.43,1,0,1
37294.88,1,0,1
37341.17,1,0,1
37392.56,1,0,1
37411.35,1,0,1
37439.9,0,1,1
37460.05,1,0,1
37464.0,0,1,1
37479.97,1,0,1
37490.84,1,0,1
37543.93,0,1,1
37577.66,1,0,1
37605.9,1,0,1
37654.31,1,0,1
37662.49,1,0,1
37674.47,1,0,1
37688.31,0,1,1
37697.29,1,0,1
37731.95,1,0,1
37769.98,1,0,1
37836.64,1,0,1
37870.29,1,0,1
37898.5,1,0,1
37898.91,1,0,1
37914.12,1,0,1
37935.83,1,0,1
37938.74,1,0,1
37973.13,1,0,1
37976.36,1,0,1
38015.34,1,0,1
38019.74,1,0,1
38020.05,1,0,1
38129.22,1,0,1
38131.77,1,0,1
38152.01,1,0,1
38153.19,1,0,1
38170.04,1,0,1
38186.85,1,0,1
38190.78,1,0,1
38196.24,1,0,1
38252.25,1,0,1
38270.47,1,0,1
38276.84,0,1,1
38296.21,1,0,1
38308.34,1,0,1
38315.04,1,0,1
38409.79,0,1,1
38410.74,0,1,1
38411.79,0,1,1
38433.35,1,0,1
38434.73,1,0,1
38466.39,1,0,1
38533.79,1,0,1
38550.4,1,0,1
38570.13,1,0,1
38587.7,1,0,1
38596.34,1,0,1
38614.69,1,0,1
38629.3,0,1,1
38652.96,1,0,1
38691.34,1,0,1
38761.61,1,0,1
38772.65,1,0,1
38772.82,1,0,1
38773.74,1,0,1
38784.42,1,0,1
38794.57,1,0,1
38798.79,0,1,1
38802.03,1,0,1
38812.67,1,0,1
38819.45,1,0,1
38829.11,1,0,1
38830.72,1,0,1
38866.85,1,0,1
38867.46,0,1,1
38882.34,1,0,1
38913.68,1,0,1
38914.51,1,0,1
38928.48,0,1,1
38941.44,0,1,1
38960.59,1,0,1
38962.94,1,0,1
38967.29,1,0,1
38970.14,1,0,1
38984.37,1,0,1
39016.43,1,0,1
39057.67,1,0,1
39087.42,1,0,1
39122.58,1,0,1
39288.11,0,1,1
39297.48,1,0,1
39351.64,1,0,1
39356.38,1,0,1
39382.06,1,0,1
39451.09,1,0,1
39473.63,0,1,1
39488.04,0,1,1
39511.61,1,0,1
39519.53,1,0,1
39542.0,1,0,1
39546.32,1,0,1
39570.78,1,0,1
39608.58,1,0,1
39704.14,1,0,1
39755.0,1,0,1
39768.59,1,0,1
39789.62,1,0,1
39806.75,1,0,1
39820.13,1,0,1
39830.1,1,0,1
39891.84,1,0,1
39920.0,0,1,1
39925.52,1,0,1
39934.41,1,0,1
40014.76,0,1,1
40023.7,1,0,1
40062.29,1,0,1
40062.99,1,0,1
40066.95,1,0,1
40084.32,1,0,1
40145.28,1,0,1
40199.01,1,0,1
40207.06,1,0,1
40223.74,1,0,1
40250.82,1,0,1
40257.79,1,0,1
40261.49,1,0,1
40299.23,1,0,1
40313.47,1,0,1
40315.27,1,0,1
40318.33,1,0,1
40320.3,1,0,1
40321.87,1,0,1
40333.94,1,0,1
40339.9,1,0,1
40357.39,1,0,1
40368.65,1,0,1
40385.61,1,0,1
40421.87,1,0,1
40437.67,1,0,1
40441.1,1,0,1
40463.03,1,0,1
40467.82,1,0,1
40496.72,1,0,1
40546.15,1,0,1
40645.81,1,0,1
40652.33,1,0,1
40721.24,0,1,1
40774.01,1,0,1
40807.26,1,0,1
40812.9,1,0,1
40855.79,1,0,1
40861.55,1,0,1
40889.14,1,0,1
40893.61,1,0,1
40914.32,0,1,1
40920.59,1,0,1
40980.87,0,1,1
41042.4,0,1,1
41052.82,1,0,1
41055.71,0,1,1
41104.82,1,0,1
41139.05,1,0,1
41176.6,1,0,1
41183.02,1,0,1
41192.95,1,0,1
41219.09,1,0,1
41227.67,1,0,1
41229.73,0,1,1
41233.97,1,0,1
41248.8,1,0,1
41263.69,1,0,1
41268.65,1,0,1
41291.05,1,0,1
41291.73,1,0,1
41295.1,0,1,1
41303.29,1,0,1
41304.44,0,1,1
41365.85,1,0,1
41371.68,0,1,1
41399.33,1,0,1
41409.36,1,0,1
41447.86,1,0,1
41516.44,1,0,1
41536.59,0,1,1
41542.95,1,0,1
41549.64,1,0,1
41590.4,1,0,1
41595.3,1,0,1
41610.62,1,0,1
41623.59,1,0,1
41626.78,1,0,1
41642.29,1,0,1
41671.81,1,0,1
41682.3,1,0,1
41724.72,1,0,1
41730.37,0,1,1
41758.9,1,0,1
41777.9,0,1,1
41782.7,1,0,1
41788.25,0,1,1
41788.37,1,0,1
41800.18,1,0,1
41815.22,0,1,1
41816.49,0,1,1
41820.65,1,0,1
41823.22,1,0,1
41852.24,0,1,1
41858.43,1,0,1
41865.72,0,1,1
41866.26,1,0,1
41872.17,1,0,1
41876.98,1,0,1
41879.99,1,0,1
41921.06,0,1,1
41921.75,0,1,1
41967.03,1,0,1
41970.72,1,0,1
42012.55,1,0,1
42028.16,1,0,1
42039.67,1,0,1
42050.24,1,0,1
42085.58,0,1,1
42117.9,1,0,1
42131.26,0,1,1
42135.28,1,0,1
42143.55,1,0,1
42143.61,1,0,1
42171.13,0,1,1
42181.68,1,0,1
42240.54,1,0,1
42241.54,1,0,1
42330.58,1,0,1
42334.38,1,0,1
42364.75,0,1,1
42392.24,1,0,1
42410.21,1,0,1
42429.88,0,1,1
42437.75,1,0,1
42442.21,1,0,1
42495.81,1,0,1
42537.59,0,1,1
42556.33,1,0,1
42576.86,1,0,1
42581.04,1,0,1
42581.09,1,0,1
42589.33,1,0,1
42607.69,1,0,1
42669.37,1,0,1
42693.65,1,0,1
42730.12,1,0,1
42749.85,1,0,1
42763.12,0,1,1
42766.03,1,0,1
42774.84,0,1,1
42790.29,1,0,1
42831.11,1,0,1
42840.18,0,1,1
42855.97,1,0,1
42862.82,1,0,1
42933.26,1,0,1
42934.43,1,0,1
42935.15,1,0,1
42964.63,1,0,1
42976.64,1,0,1
43001.46,1,0,1
43018.82,0,1,1
43018.98,1,0,1
43024.64,1,0,1
43036.6,1,0,1
43046.7,0,1,1
43075.7,1,0,1
43093.67,1,0,1
43106.17,1,0,1
43117.1,1,0,1
43128.95,1,0,1
43134.58,1,0,1
43169.15,1,0,1
43174.49,0,1,1
43196.5,1,0,1
43229.2,1,0,1
43249.67,1,0,1
43250.3,1,0,1
43250.54,1,0,1
43435.43,0,1,1
43480.63,1,0,1
43486.73,1,0,1
43496.36,1,0,1
43507.1,0,1,1
43527.4,0,1,1
43540.59,1,0,1
43568.31,0,1,1
43595.9,1,0,1
43612.06,1,0,1
43615.67,1,0,1
43640.16,1,0,1
43651.49,1,0,1
43678.06,1,0,1
43705.56,1,0,1
43801.27,1,0,1
43821.56,1,0,1
43852.05,1,0,1
43889.41,1,0,1
43921.36,1,0,1
43932.54,1,0,1
43943.09,1,0,1
43956.83,1,0,1
43982.41,1,0,1
43999.64,1,0,1
44001.11,1,0,1
44008.91,1,0,1
44099.75,1,0,1
44114.88,1,0,1
44147.95,0,1,1
44165.84,1,0,1
44203.55,1,0,1
44205.95,1,0,1
44215.86,1,0,1
44220.4,1,0,1
44244.49,0,1,1
44251.33,1,0,1
44255.65,1,0,1
44265.28,1,0,1
44273.91,1,0,1
44323.22,0,1,1
44335.54,0,1,1
44351.77,1,0,1
44363.42,1,0,1
44374.44,1,0,1
44377.65,1,0,1
44381.06,1,0,1
44384.57,0,1,1
44390.38,1,0,1
44406.17,1,0,1
44420.18,1,0,1
44435.76,1,0,1
44506.09,0,1,1
44510.26,1,0,1
44560.17,0,1,1
44567.83,0,1,1
44653.5,1,0,1
44688.08,1,0,1
44692.63,0,1,1
44719.5,0,1,1
44731.8,0,1,1
44756.25,1,0,1
44827.47,1,0,1
44830.71,1,0,1
44857.4,1,0,1
44904.26,1,0,1
44912.7,1,0,1
44937.01,1,0,1
44946.29,1,0,1
44965.44,1,0,1
44965.54,0,1,1
45015.38,1,0,1
45026.23,0,1,1
45033.75,1,0,1
45038.29,0,1,1
45038.74,1,0,1
45041.32,1,0,1
45042.56,1,0,1
45071.09,0,1,1
45098.62,1,0,1
45113.92,0,1,1
45180.8,1,0,1
45206.57,1,0,1
45214.04,1,0,1
45261.47,1,0,1
45309.24,1,0,1
45325.26,1,0,1
45348.08,1,0,1
45414.09,1,0,1
45418.12,1,0,1
45422.89,1,0,1
45424.13,1,0,1
45438.38,1,0,1
45443.68,1,0,1
45445.78,0,1,1
45482.04,0,1,1
45507.24,1,0,1
45563.94,1,0,1
45570.84,1,0,1
45591.23,1,0,1
45610.63,1,0,1
45611.51,1,0,1
45613.75,1,0,1
45738.94,1,0,1
45742.42,1,0,1
45750.21,0,1,1
45755.0,1,0,1
45779.9,1,0,1
45858.49,1,0,1
45859.55,0,1,1
45886.33,1,0,1
45909.87,1,0,1
45956.05,1,0,1
45959.86,1,0,1
45978.39,1,0,1
45985.52,1,0,1
46019.43,1,0,1
46038.28,1,0,1
46041.08,1,0,1
46044.48,0,1,1
46044.7,1,0,1
46072.52,1,0,1
46127.7,1,0,1
46156.87,1,0,1
46163.44,1,0,1
46170.75,1,0,1
46172.47,1,0,1
46175.7,1,0,1
46176.22,1,0,1
46200.71,1,0,1
46203.31,1,0,1
46253.65,1,0,1
46266.63,1,0,1
46369.57,0,1,1
46374.64,1,0,1
46386.37,1,0,1
46395.21,1,0,1
46415.09,1,0,1
46416.36,1,0,1
46422.46,1,0,1
46521.45,0,1,1
46522.68,1,0,1
46523.6,1,0,1
46555.15,1,0,1
46562.02,1,0,1
46630.47,1,0,1
46632.87,0,1,1
46635.11,1,0,1
46675.51,0,1,1
46677.9,1,0,1
46735.19,1,0,1
46758.42,1,0,1
46772.36,1,0,1
46774.94,1,0,1
46775.28,1,0,1
46786.92,1,0,1
46791.09,0,1,1
46807.62,0,1,1
46811.77,1,0,1
46824.08,0,1,1
46857.52,1,0,1
46864.0,1,0,1
46884.1,1,0,1
46941.41,1,0,1
46998.13,0,1,1
47018.75,1,0,1
47019.66,0,1,1
47031.4,0,1,1
47046.72,1,0,1
47058.21,1,0,1
47089.72,1,0,1
47093.11,1,0,1
47114.18,0,1,1
47117.03,1,0,1
47125.11,1,0,1
47139.06,1,0,1
47139.44,1,0,1
47160.01,1,0,1
47161.25,0,1,1
47166.55,1,0,1
47247.56,1,0,1
47251.79,0,1,1
47271.61,0,1,1
47298.95,1,0,1
47307.9,1,0,1
47310.24,1,0,1
47318.75,1,0,1
47322.05,1,0,1
47349.0,1,0,1
47388.41,1,0,1
47414.15,1,0,1
47428.73,0,1,1
47432.43,1,0,1
47454.93,1,0,1
47455.82,1,0,1
47468.56,1,0,1
47472.68,1,0,1
47536.46,1,0,1
47578.45,1,0,1
47579.25,1,0,1
47675.29,1,0,1
47679.14,1,0,1
47722.79,1,0,1
47728.0,1,0,1
47729.33,1,0,1
47764.99,1,0,1
47775.34,0,1,1
47777.15,0,1,1
47795.43,0,1,1
47799.15,1,0,1
47832.82,1,0,1
47847.19,1,0,1
47848.56,1,0,1
47856.78,1,0,1
47880.71,1,0,1
47886.44,1,0,1
47911.03,1,0,1
47921.22,1,0,1
47952.45,1,0,1
47972.65,1,0,1
47997.39,1,0,1
48021.71,1,0,1
48071.61,1,0,1
48108.72,1,0,1
48131.92,1,0,1
48137.08,0,1,1
48161.18,0,1,1
48170.57,1,0,1
48189.94,1,0,1
48197.06,1,0,1
48201.64,0,1,1
48217.97,0,1,1
48224.72,1,0,1
48226.76,1,0,1
48228.1,1,0,1
48233.75,1,0,1
48242.38,1,0,1
48244.64,1,0,1
48249.88,1,0,1
48260.19,1,0,1
48314.0,1,0,1
48357.9,1,0,1
48378.4,1,0,1
48382.4,1,0,1
48421.4,0,1,1
48426.98,1,0,1
48466.89,1,0,1
48475.12,1,0,1
48478.47,1,0,1
48486.25,1,0,1
48498.19,1,0,1
48502.88,1,0,1
48505.1,1,0,1
48545.1,1,0,1
48553.77,1,0,1
48559.19,0,1,1
48571.14,0,1,1
48606.71,1,0,1
48606.92,1,0,1
48640.77,1,0,1
48644.94,1,0,1
48673.18,1,0,1
48682.1,1,0,1
48725.68,0,1,1
48778.46,1,0,1
48849.89,1,0,1
48869.67,1,0,1
48876.84,1,0,1
48924.73,1,0,1
48930.8,1,0,1
48963.59,1,0,1
48984.95,1,0,1
48986.18,1,0,1
48988.28,1,0,1
48990.5,1,0,1
49025.79,1,0,1
49054.1,1,0,1
49063.42,1,0,1
49089.36,1,0,1
49108.23,0,1,1
49133.45,1,0,1
49161.12,0,1,1
49185.57,1,0,1
49284.0,1,0,1
49324.03,0,1,1
49326.07,1,0,1
49337.84,1,0,1
49361.84,1,0,1
49373.97,0,1,1
49374.82,1,0,1
49405.93,1,0,1
49418.87,0,1,1
49424.6,1,0,1
49463.44,1,0,1
49480.66,1,0,1
49492.15,1,0,1
49503.5,1,0,1
49506.82,1,0,1
49553.38,0,1,1
49594.02,1,0,1
49594.19,0,1,1
49599.27,1,0,1
49637.65,1,0,1
49653.37,1,0,1
49656.24,1,0,1
49667.28,1,0,1
49672.01,1,0,1
49676.33,1,0,1
49684.09,1,0,1
49707.85,1,0,1
49713.87,0,1,1
49722.34,1,0,1
49725.16,0,1,1
49732.9,1,0,1
49734.94,1,0,1
49775.58,1,0,1
49778.79,1,0,1
49809.88,1,0,1
49815.62,1,0,1
49826.68,1,0,1
49829.8,1,0,1
49833.5,0,1,1
49848.86,1,0,1
49865.04,1,0,1
49872.33,1,0,1
49915.52,0,1,1
49954.79,0,1,1
49978.67,1,0,1
50016.17,1,0,1
50046.25,1,0,1
50051.42,1,0,1
50070.59,1,0,1
50072.94,0,1,1
50123.44,1,0,1
50129.87,0,1,1
50168.41,0,1,1
50213.81,0,1,1
50230.31,0,1,1
50249.16,1,0,1
50267.69,1,0,1
50294.09,1,0,1
50299.14,1,0,1
50368.63,1,0,1
50368.87,1,0,1
50390.98,1,0,1
50400.32,1,0,1
50404.72,1,0,1
50422.36,0,1,1
50454.8,1,0,1
50457.2,1,0,1
50485.7,1,0,1
50488.91,1,0,1
50560.45,0,1,1
50568.02,1,0,1
50578.4,1,0,1
50595.15,0,1,1
50610.62,1,0,1
50664.07,0,1,1
50679.48,1,0,1
50695.93,0,1,1
50743.83,1,0,1
50759.8,1,0,1
50771.16,1,0,1
50774.81,0,1,1
50777.77,1,0,1
50783.1,1,0,1
50783.88,1,0,1
50839.85,1,0,1
50881.51,1,0,1
50899.91,1,0,1
50906.65,1,0,1
50908.48,1,0,1
50911.41,1,0,1
50972.6,1,0,1
50974.57,1,0,1
51011.29,1,0,1
51016.02,0,1,1
51099.56,1,0,1
51112.8,1,0,1
51113.14,1,0,1
51117.06,1,0,1
51143.43,1,0,1
51219.8,1,0,1
51226.32,0,1,1
51229.17,1,0,1
51285.49,1,0,1
51308.54,0,1,1
51345.39,0,1,1
51358.66,1,0,1
51362.82,1,0,1
51364.56,1,0,1
51380.9,1,0,1
51387.1,1,0,1
51424.29,1,0,1
51454.06,1,0,1
51467.92,0,1,1
51503.51,1,0,1
51536.99,1,0,1
51548.14,0,1,1
51553.43,1,0,1
51554.58,1,0,1
51565.98,0,1,1
51587.04,1,0,1
51620.94,1,0,1
51636.7,1,0,1
51637.67,1,0,1
51670.82,1,0,1
51672.08,1,0,1
51695.41,1,0,1
51703.09,1,0,1
51705.01,1,0,1
51711.57,1,0,1
51721.52,1,0,1
51752.18,1,0,1
51820.87,0,1,1
51871.95,0,1,1
51907.72,0,1,1
51919.04,1,0,1
51959.82,1,0,1
51972.92,0,1,1
51980.25,0,1,1
51987.99,1,0,1
